alpha,k,model_utility,forget_Q_A_gibberish,acceptance,tok_per_s,tok_per_s_ci_lo,tok_per_s_ci_hi,speedup_vs_k1,algo_speedup_2_over_fwd_per_tok,theory_tok_per_s,forwards_per_token,forwards_per_sec,mean_drafted_per_round,draft_truncated_frac,acceptance_over_proposed,vram_peak_mb,mu_dev_from_k1,mu_seed_sd_k1,mu_z_vs_seeds,gib_dev_from_k1,gib_seed_sd_k1,gib_z_vs_seeds
0.8,64,0.4954639362171134,0.8458083269570489,0.8935656836461126,10.242790766108687,9.357256137518112,11.312215527165316,0.5245624468975377,0.611224907824662,12.086751896750538,3.272117962466488,33.5156165472956,23.706477732793523,0.9757085020242915,0.2846042182563402,5113.30712890625,0.0009524144990123995,,,-0.0013687571254558106,,
0.8,128,0.49702300879246153,0.8430498068744783,0.8951676789015052,11.376262351912107,10.343815095629694,12.598646570016417,0.5826107505400575,0.6169259591105319,11.98769814399612,3.2418801161869553,36.88048254342852,23.802020202020202,1.0,0.28772704124936344,5154.89404296875,0.002511487074360552,,,-0.004127277208026414,,
0.8,256,0.49702300879246153,0.8364692035189364,0.8951676789015052,11.375377169404237,10.335538934766113,12.589498115976756,0.5825654178262608,0.6169259591105319,11.98769814399612,3.2418801161869553,36.87761330321527,23.802020202020202,1.0,0.28772704124936344,5155.87255859375,0.002511487074360552,,,-0.010707880563568306,,
0.9,1,0.4621933965251913,0.8319667392363772,0.9480351602895554,20.314458466956307,19.511393856849548,21.19785203250194,1.0,1.0,18.9117342264542,2.0,40.628907761980564,1.0,0.0,0.9480351602895554,4941.333984375,0.0,,,0.0,,
0.9,2,0.4821989407321636,0.8366416110121645,0.9453889747552808,25.37153364237289,24.436405989388287,26.506234187876203,1.2489396989657622,1.2903440252617584,24.473073152541577,1.5499742400824317,39.32522951699311,1.9742956005931784,0.02570439940682155,0.9188783174762143,4975.0927734375,0.02000554420697226,,,0.004674871775787293,,
0.9,4,0.4734051108784384,0.8293406009918545,0.9549231931503399,28.474550391561475,27.5062850297099,29.646366080854868,1.401688872872415,1.4861526946107786,27.863998568877996,1.3457567363384537,38.3198083435933,3.862602365787079,0.07370336669699727,0.893286219081272,4997.10986328125,0.011211714353247082,,,-0.0026261382445227355,,
0.9,8,0.4768268539824617,0.8415460570901633,0.9546520719311963,29.381853390629708,28.045122853205275,30.978622019602554,1.4463517911847128,1.5196039603960396,28.108863922587265,1.3161323951003387,38.670411698220704,7.333333333333333,0.17326732673267325,0.8242574257425742,4945.7373046875,0.014633457457270405,,,0.009579317853786073,,
0.9,16,0.4769090366828858,0.8412937459215755,0.9526671675432006,26.25913047128218,24.970572546275267,27.673768344777212,1.292632560892309,1.3712225274725274,25.212489798408765,1.4585524668169296,38.30031816095341,13.344827586206897,0.35714285714285715,0.7021040974529347,4970.689453125,0.014715640157694498,,,0.009327006685198258,,
0.9,32,0.47876654444908207,0.8415027544600889,0.9466882067851373,19.407679738260235,17.776033845264063,21.07191653197896,0.9553628894331077,1.0423800168397417,20.4253424200569,1.9186860527732903,37.237252929572676,21.622222222222224,0.6222222222222222,0.5162237556893261,4999.5556640625,0.016573147923890752,,,0.009536015223711725,,
0.9,64,0.48231343002284816,0.8394723369646817,0.9480696030451332,16.83728326615269,15.22349257579155,18.709354491687286,0.8288324935434718,0.9158366533864541,18.165475175532997,2.1837955410549212,36.769182737161685,26.601374570446737,0.9862542955326461,0.4504585970804806,5121.62451171875,0.020120033497656842,,,0.007505597728304503,,
0.9,128,0.4778805098706504,0.8294845834956505,0.9444005270092226,16.88569587803286,15.556625573570098,18.490537331424783,0.8312156538900258,0.884821636745162,17.733340089712172,2.26034255599473,38.16746341654416,26.76051779935275,1.0,0.43342604909904464,5132.38623046875,0.01568711334545908,,,-0.0024821557407267436,,
0.9,256,0.4778805098706504,0.8294845834956505,0.9444005270092226,15.984944647808405,14.744122795581836,17.45035809983061,0.7868752531016108,0.884821636745162,17.733340089712172,2.26034255599473,36.13144973545865,26.76051779935275,1.0,0.43342604909904464,5132.38623046875,0.01568711334545908,,,-0.0024821557407267436,,
